,Address,BeginDate,BeginTime,Category,Distance,Duration,EndDate,EndTime,IndexTime,Name,WeekDay
372,"131 W Spring Creek Pkwy, Plano, TX 75023",3/3/2018,14:51:40,Asian Grocery Store,0,0h 28min 12sec,3/3/2018,15:19:52,3/3/2018 14:51,99 Ranch Market,5
373,,3/3/2018,14:33:05,Driving,10004,0h 18min 34sec,3/3/2018,14:51:40,3/3/2018 14:33,Driving,5
374,"1520 Independence Pkwy, Plano, TX 75075",3/3/2018,13:00:18,Chinese,0,1h 32min 47sec,3/3/2018,14:33:05,3/3/2018 13:00,Sun Lok Kee BBQ,5
375,,3/3/2018,12:46:11,Driving,6901,0h 14min 6sec,3/3/2018,13:00:18,3/3/2018 12:46,Driving,5
376,"2071 N Central Expy, Richardson, TX 75080",3/3/2018,10:11:42,Breakfast Restaurant,0,2h 34min 29sec,3/3/2018,12:46:11,3/3/2018 10:11,Cafe Brazil,5
377,,3/3/2018,10:04:24,Driving,9330,0h 7min 18sec,3/3/2018,10:11:42,3/3/2018 10:04,Driving,5
378,"Plano, TX 75074",3/3/2018,1:32:01,,0,8h 32min 22sec,3/3/2018,10:04:24,3/3/2018 1:32,2428 Bigleaf Ct,5
379,,3/3/2018,1:08:03,Driving,7830,0h 23min 58sec,3/3/2018,1:32:01,3/3/2018 1:08,Driving,5
380,"Plano, TX 75025",3/2/2018,21:07:26,,0,4h 0min 37sec,3/3/2018,1:08:03,3/2/2018 21:07,2217 Stanmore Ln,4
381,,3/2/2018,18:52:38,Driving,179511,2h 14min 48sec,3/2/2018,21:07:26,3/2/2018 18:52,Driving,4
382,"1301 S University Parks Dr, Waco, TX 76706",3/2/2018,18:30:36,Private University,0,0h 22min 2sec,3/2/2018,18:52:38,3/2/2018 18:30,Baylor University,4
383,,3/2/2018,16:59:17,Driving,148975,1h 31min 18sec,3/2/2018,18:30:36,3/2/2018 16:59,Driving,4
384,"11900 Hobby Horse Ct, Austin, TX 78758",3/2/2018,16:15:21,Apartment Building,0,0h 43min 56sec,3/2/2018,16:59:17,3/2/2018 16:15,Radius at the Domain,4
385,,3/2/2018,16:13:33,Driving,13536,0h 1min 48sec,3/2/2018,16:15:21,3/2/2018 16:13,Driving,4
386,"Austin, TX 78712",3/2/2018,16:07:25,Public University,0,0h 6min 7sec,3/2/2018,16:13:33,3/2/2018 16:07,The University of Texas at Austin,4
387,,3/2/2018,16:01:05,Driving,13724,0h 6min 19sec,3/2/2018,16:07:25,3/2/2018 16:01,Driving,4
388,"Austin, TX 78759",3/2/2018,15:47:58,Parking Lot,0,0h 13min 7sec,3/2/2018,16:01:05,3/2/2018 15:47,10401 Research Blvd,4
389,,3/2/2018,15:28:58,Driving,15283,0h 18min 59sec,3/2/2018,15:47:58,3/2/2018 15:28,Driving,4
390,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/2/2018,13:25:40,Apartment Building,0,2h 3min 17sec,3/2/2018,15:28:58,3/2/2018 13:25,Home,4
391,,3/2/2018,13:03:40,On a bus,3220,0h 22min 0sec,3/2/2018,13:25:40,3/2/2018 13:03,On a bus,4
392,"114 W 7th St, Austin, TX 78701",3/2/2018,11:40:38,Steak,0,1h 23min 1sec,3/2/2018,13:03:40,3/2/2018 11:40,Perry's Steakhouse & Grille,4
393,,3/2/2018,11:34:28,Driving,894,0h 6min 10sec,3/2/2018,11:40:38,3/2/2018 11:34,Driving,4
394,,3/2/2018,11:18:42,On a bus,1961,0h 15min 46sec,3/2/2018,11:34:28,3/2/2018 11:18,On a bus,4
395,"Austin, TX 78712",3/2/2018,9:02:19,Public University,0,2h 16min 22sec,3/2/2018,11:18:42,3/2/2018 9:02,The University of Texas at Austin,4
396,,3/2/2018,8:48:36,Walking,1925,0h 13min 43sec,3/2/2018,9:02:19,3/2/2018 8:48,Walking,4
397,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/2/2018,0:35:32,Apartment Building,0,8h 13min 4sec,3/2/2018,8:48:36,3/2/2018 0:35,Home,4
398,,3/2/2018,0:24:37,Driving,1331,0h 10min 54sec,3/2/2018,0:35:32,3/2/2018 0:24,Driving,4
399,"Austin, TX 78712",3/1/2018,22:01:29,Public University,0,2h 23min 8sec,3/2/2018,0:24:37,3/1/2018 22:01,The University of Texas at Austin,3
400,,3/1/2018,21:50:51,On a bus,1296,0h 10min 37sec,3/1/2018,22:01:29,3/1/2018 21:50,On a bus,3
401,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/1/2018,21:40:07,Apartment Building,0,0h 10min 44sec,3/1/2018,21:50:51,3/1/2018 21:40,Home,3
402,,3/1/2018,21:18:49,Driving,9163,0h 21min 18sec,3/1/2018,21:40:07,3/1/2018 21:18,Driving,3
403,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/1/2018,21:04:45,Apartment Building,0,0h 14min 3sec,3/1/2018,21:18:49,3/1/2018 21:04,Home,3
404,,3/1/2018,20:51:32,Driving,1022,0h 13min 13sec,3/1/2018,21:04:45,3/1/2018 20:51,Driving,3
405,"301 E Dean Keeton St, Austin, TX 78712",3/1/2018,18:51:32,School,0,1h 59min 59sec,3/1/2018,20:51:32,3/1/2018 18:51,ECJ,3
406,,3/1/2018,18:50:21,Walking,22,0h 1min 11sec,3/1/2018,18:51:32,3/1/2018 18:50,Walking,3
407,,3/1/2018,18:37:29,Driving,2716,0h 12min 51sec,3/1/2018,18:50:21,3/1/2018 18:37,Driving,3
408,"1000 E 41st St, Austin, TX 78751",3/1/2018,18:06:52,Shopping Mall,0,0h 30min 37sec,3/1/2018,18:37:29,3/1/2018 18:06,Hancock Center,3
409,,3/1/2018,18:00:52,Driving,1739,0h 5min 59sec,3/1/2018,18:06:52,3/1/2018 18:00,Driving,3
410,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/1/2018,17:47:08,Apartment Building,0,0h 13min 43sec,3/1/2018,18:00:52,3/1/2018 17:47,Home,3
411,,3/1/2018,17:31:38,Walking,1254,0h 15min 29sec,3/1/2018,17:47:08,3/1/2018 17:31,Walking,3
412,"Austin, TX 78712",3/1/2018,15:27:35,Public University,0,2h 4min 3sec,3/1/2018,17:31:38,3/1/2018 15:27,The University of Texas at Austin,3
413,,3/1/2018,15:19:55,Walking,712,0h 7min 39sec,3/1/2018,15:27:35,3/1/2018 15:19,Walking,3
414,"301 E Dean Keeton St, Austin, TX 78712",3/1/2018,12:49:01,School,0,2h 30min 53sec,3/1/2018,15:19:55,3/1/2018 12:49,ECJ,3
415,,3/1/2018,12:44:52,Driving,941,0h 4min 9sec,3/1/2018,12:49:01,3/1/2018 12:44,Driving,3
416,"The Bungalows, 2703 Swisher St, Austin, TX 78705",3/1/2018,11:45:41,Apartment Building,0,0h 59min 11sec,3/1/2018,12:44:52,3/1/2018 11:45,Home,3
417,,3/1/2018,11:36:09,Driving,3670,0h 9min 31sec,3/1/2018,11:45:41,3/1/2018 11:36,Driving,3
418,"Austin, TX 78712",3/1/2018,9:08:48,Public University,0,2h 27min 21sec,3/1/2018,11:36:09,3/1/2018 9:08,The University of Texas at Austin,3
419,,3/1/2018,9:02:37,Driving,3244,0h 6min 10sec,3/1/2018,9:08:48,3/1/2018 9:02,Driving,3
420,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/28/2018,21:52:27,Apartment Building,0,11h 10min 9sec,3/1/2018,9:02:37,2/28/2018 21:52,Home,2
421,,2/28/2018,21:35:16,Driving,4657,0h 17min 10sec,2/28/2018,21:52:27,2/28/2018 21:35,Driving,2
422,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/28/2018,20:37:01,Apartment Building,0,0h 58min 14sec,2/28/2018,21:35:16,2/28/2018 20:37,Home,2
423,,2/28/2018,20:30:29,Driving,3963,0h 6min 32sec,2/28/2018,20:37:01,2/28/2018 20:30,Driving,2
424,"Austin, TX 78701",2/28/2018,20:23:05,,0,0h 7min 23sec,2/28/2018,20:30:29,2/28/2018 20:23,Waller Creek District,2
425,,2/28/2018,20:05:57,Driving,3598,0h 17min 8sec,2/28/2018,20:23:05,2/28/2018 20:05,Driving,2
426,"Austin, TX 78712",2/28/2018,13:29:31,Public University,0,6h 36min 26sec,2/28/2018,20:05:57,2/28/2018 13:29,The University of Texas at Austin,2
427,,2/28/2018,13:21:08,Driving,994,0h 8min 22sec,2/28/2018,13:29:31,2/28/2018 13:21,Driving,2
428,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/28/2018,11:33:21,Apartment Building,0,1h 47min 46sec,2/28/2018,13:21:08,2/28/2018 11:33,Home,2
429,,2/28/2018,11:29:55,Driving,931,0h 3min 26sec,2/28/2018,11:33:21,2/28/2018 11:29,Driving,2
430,,2/28/2018,11:17:07,Walking,518,0h 12min 47sec,2/28/2018,11:29:55,2/28/2018 11:17,Walking,2
431,"Austin, TX 78712",2/28/2018,8:48:22,Public University,0,2h 28min 45sec,2/28/2018,11:17:07,2/28/2018 8:48,The University of Texas at Austin,2
432,,2/28/2018,8:43:59,Walking,440,0h 4min 22sec,2/28/2018,8:48:22,2/28/2018 8:43,Walking,2
433,,2/28/2018,8:37:20,On a bus,917,0h 6min 38sec,2/28/2018,8:43:59,2/28/2018 8:37,On a bus,2
434,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/28/2018,8:15:59,Apartment Building,0,0h 21min 21sec,2/28/2018,8:37:20,2/28/2018 8:15,Home,2
435,,2/27/2018,22:17:23,Driving,13003,9h 58min 35sec,2/28/2018,8:15:59,2/27/2018 22:17,Driving,1
436,"11900 Hobby Horse Ct, Austin, TX 78758",2/27/2018,16:44:03,Apartment Building,0,5h 33min 20sec,2/27/2018,22:17:23,2/27/2018 16:44,Radius at the Domain,1
437,,2/27/2018,16:06:01,Driving,17377,0h 38min 1sec,2/27/2018,16:44:03,2/27/2018 16:06,Driving,1
438,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/27/2018,15:31:13,Apartment Building,0,0h 34min 48sec,2/27/2018,16:06:01,2/27/2018 15:31,Home,1
439,,2/27/2018,15:27:00,Driving,923,0h 4min 13sec,2/27/2018,15:31:13,2/27/2018 15:27,Driving,1
440,"301 E Dean Keeton St, Austin, TX 78712",2/27/2018,13:54:36,School,0,1h 32min 23sec,2/27/2018,15:27:00,2/27/2018 13:54,ECJ,1
441,,2/27/2018,13:50:23,Driving,890,0h 4min 12sec,2/27/2018,13:54:36,2/27/2018 13:50,Driving,1
442,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/27/2018,9:00:57,Apartment Building,0,4h 49min 26sec,2/27/2018,13:50:23,2/27/2018 9:00,Home,1
443,,2/27/2018,8:53:58,Driving,1120,0h 6min 58sec,2/27/2018,9:00:57,2/27/2018 8:53,Driving,1
444,,2/27/2018,8:45:40,Walking,688,0h 8min 18sec,2/27/2018,8:53:58,2/27/2018 8:45,Walking,1
445,"Austin, TX 78712",2/27/2018,7:23:02,Public University,0,1h 22min 38sec,2/27/2018,8:45:40,2/27/2018 7:23,The University of Texas at Austin,1
446,,2/27/2018,7:13:54,Walking,878,0h 9min 8sec,2/27/2018,7:23:02,2/27/2018 7:13,Walking,1
447,,2/27/2018,7:09:30,On a bus,974,0h 4min 23sec,2/27/2018,7:13:54,2/27/2018 7:09,On a bus,1
448,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/26/2018,17:11:25,Apartment Building,0,13h 58min 4sec,2/27/2018,7:09:30,2/26/2018 17:11,Home,0
449,,2/26/2018,17:05:36,Driving,1782,0h 5min 49sec,2/26/2018,17:11:25,2/26/2018 17:05,Driving,0
450,"1190 Chicon St, Austin, TX 78702",2/26/2018,15:04:30,Community Center,0,2h 1min 5sec,2/26/2018,17:05:36,2/26/2018 15:04,Mission Possible Austin,0
451,,2/26/2018,15:00:04,Driving,1826,0h 4min 26sec,2/26/2018,15:04:30,2/26/2018 15:00,Driving,0
452,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/26/2018,13:49:19,Apartment Building,0,1h 10min 44sec,2/26/2018,15:00:04,2/26/2018 13:49,Home,0
453,,2/26/2018,13:46:09,Driving,921,0h 3min 10sec,2/26/2018,13:49:19,2/26/2018 13:46,Driving,0
454,"Austin, TX 78712",2/26/2018,8:44:46,Public University,0,5h 1min 22sec,2/26/2018,13:46:09,2/26/2018 8:44,The University of Texas at Austin,0
455,,2/26/2018,8:36:47,On a bus,1100,0h 7min 59sec,2/26/2018,8:44:46,2/26/2018 8:36,On a bus,0
456,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/26/2018,0:11:01,Apartment Building,0,8h 25min 46sec,2/26/2018,8:36:47,2/26/2018 0:11,Home,0
457,,2/25/2018,23:58:09,Driving,17451,0h 12min 51sec,2/26/2018,0:11:01,2/25/2018 23:58,Driving,6
458,"11900 Hobby Horse Ct, Austin, TX 78758",2/25/2018,21:58:30,Apartment Building,0,1h 59min 39sec,2/25/2018,23:58:09,2/25/2018 21:58,Radius at the Domain,6
459,,2/25/2018,21:51:47,Driving,2997,0h 6min 42sec,2/25/2018,21:58:30,2/25/2018 21:51,Driving,6
460,"12407 N Mopac Expy, Austin, TX 78758",2/25/2018,21:22:55,Grocery Store,0,0h 28min 52sec,2/25/2018,21:51:47,2/25/2018 21:22,H-E-B Grocery,6
461,,2/25/2018,21:19:41,Driving,2084,0h 3min 13sec,2/25/2018,21:22:55,2/25/2018 21:19,Driving,6
462,"11900 Hobby Horse Ct, Austin, TX 78758",2/25/2018,17:50:42,Apartment Building,0,3h 28min 58sec,2/25/2018,21:19:41,2/25/2018 17:50,Radius at the Domain,6
463,,2/25/2018,17:36:10,Driving,3168,0h 14min 31sec,2/25/2018,17:50:42,2/25/2018 17:36,Driving,6
464,"10401 Research Blvd, Austin, TX 78759",2/25/2018,16:25:00,Warehouse store,0,1h 11min 10sec,2/25/2018,17:36:10,2/25/2018 16:25,Costco Wholesale,6
465,,2/25/2018,16:13:37,Driving,15459,0h 11min 23sec,2/25/2018,16:25:00,2/25/2018 16:13,Driving,6
466,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/25/2018,15:21:28,Apartment Building,0,0h 52min 8sec,2/25/2018,16:13:37,2/25/2018 15:21,Home,6
467,,2/25/2018,15:12:55,Driving,1742,0h 8min 33sec,2/25/2018,15:21:28,2/25/2018 15:12,Driving,6
468,"2823 E Mlk St, Austin, TX 78702",2/25/2018,10:51:57,Apartment Rental Agency,0,4h 20min 57sec,2/25/2018,15:12:55,2/25/2018 10:51,Platform Apartments,6
469,,2/25/2018,10:31:53,Driving,7691,0h 20min 4sec,2/25/2018,10:51:57,2/25/2018 10:31,Driving,6
470,"1715 Cesar Chavez St, Austin, TX 78703",2/25/2018,9:17:38,High School,0,1h 14min 15sec,2/25/2018,10:31:53,2/25/2018 9:17,Austin High School,6
471,,2/25/2018,8:52:05,Driving,9930,0h 25min 32sec,2/25/2018,9:17:38,2/25/2018 8:52,Driving,6
472,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/25/2018,0:46:14,Apartment Building,0,8h 5min 51sec,2/25/2018,8:52:05,2/25/2018 0:46,Home,6
473,,2/25/2018,0:30:33,Driving,14686,0h 15min 40sec,2/25/2018,0:46:14,2/25/2018 0:30,Driving,6
474,"11900 Hobby Horse Ct, Austin, TX 78758",2/24/2018,18:36:43,Apartment Building,0,5h 53min 49sec,2/25/2018,0:30:33,2/24/2018 18:36,Radius at the Domain,5
475,,2/24/2018,18:20:27,Driving,3354,0h 16min 16sec,2/24/2018,18:36:43,2/24/2018 18:20,Driving,5
476,,2/24/2018,18:11:09,Walking,363,0h 9min 17sec,2/24/2018,18:20:27,2/24/2018 18:11,Walking,5
477,"11501 Rock Rose Ave, Austin, TX 78758",2/24/2018,14:37:10,Coffee Shop,0,3h 33min 59sec,2/24/2018,18:11:09,2/24/2018 14:37,Apanas,5
478,,2/24/2018,14:34:08,Driving,1526,0h 3min 2sec,2/24/2018,14:37:10,2/24/2018 14:34,Driving,5
479,"11900 Hobby Horse Ct, Austin, TX 78758",2/24/2018,12:32:57,Apartment Building,0,2h 1min 10sec,2/24/2018,14:34:08,2/24/2018 12:32,Radius at the Domain,5
480,,2/24/2018,12:26:41,Driving,1383,0h 6min 16sec,2/24/2018,12:32:57,2/24/2018 12:26,Driving,5
481,"11005 Burnet Rd, Austin, TX 78758",2/24/2018,9:44:47,Shopping Mall,0,2h 41min 54sec,2/24/2018,12:26:41,2/24/2018 9:44,Edge Eleven,5
482,,2/24/2018,9:33:20,Driving,14112,0h 11min 27sec,2/24/2018,9:44:47,2/24/2018 9:33,Driving,5
483,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/24/2018,0:37:17,Apartment Building,0,8h 56min 2sec,2/24/2018,9:33:20,2/24/2018 0:37,Home,5
484,,2/24/2018,0:23:28,Driving,14701,0h 13min 49sec,2/24/2018,0:37:17,2/24/2018 0:23,Driving,5
485,"11900 Hobby Horse Ct, Austin, TX 78758",2/23/2018,22:09:47,Apartment Building,0,2h 13min 40sec,2/24/2018,0:23:28,2/23/2018 22:09,Radius at the Domain,4
486,,2/23/2018,22:02:44,Driving,5507,0h 7min 2sec,2/23/2018,22:09:47,2/23/2018 22:02,Driving,4
487,"2700 W Anderson Ln, Austin, TX 78757",2/23/2018,19:22:52,Shopping Mall,0,2h 39min 51sec,2/23/2018,22:02:44,2/23/2018 19:22,Village Shopping Center,4
488,,2/23/2018,19:12:45,Driving,153,0h 10min 6sec,2/23/2018,19:22:52,2/23/2018 19:12,Driving,4
489,"2531 W Anderson Ln, Austin, TX 78757",2/23/2018,18:46:20,Clothing Store,0,0h 26min 25sec,2/23/2018,19:12:45,2/23/2018 18:46,Ross Dress for Less,4
490,,2/23/2018,18:34:23,Driving,9186,0h 11min 57sec,2/23/2018,18:46:20,2/23/2018 18:34,Driving,4
491,"4200 N Lamar Blvd, Austin, TX 78756",2/23/2018,16:54:12,Japanese,0,1h 40min 11sec,2/23/2018,18:34:23,2/23/2018 16:54,Uchiko,4
492,,2/23/2018,16:37:37,Driving,14143,0h 16min 35sec,2/23/2018,16:54:12,2/23/2018 16:37,Driving,4
493,"11900 Hobby Horse Ct, Austin, TX 78758",2/23/2018,15:31:11,Apartment Building,0,1h 6min 26sec,2/23/2018,16:37:37,2/23/2018 15:31,Radius at the Domain,4
494,,2/23/2018,15:16:34,Driving,17399,0h 14min 37sec,2/23/2018,15:31:11,2/23/2018 15:16,Driving,4
495,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/23/2018,14:12:10,Apartment Building,0,1h 4min 23sec,2/23/2018,15:16:34,2/23/2018 14:12,Home,4
496,,2/23/2018,13:53:18,Driving,1854,0h 18min 52sec,2/23/2018,14:12:10,2/23/2018 13:53,Driving,4
497,"2230-32, Guadalupe St, Austin, TX 78705",2/23/2018,12:41:16,Mexican,0,1h 12min 1sec,2/23/2018,13:53:18,2/23/2018 12:41,Chipotle Mexican Grill,4
498,,2/23/2018,12:37:07,Walking,775,0h 4min 8sec,2/23/2018,12:41:16,2/23/2018 12:37,Walking,4
499,"Austin, TX 78712",2/23/2018,8:59:35,Public University,0,3h 37min 32sec,2/23/2018,12:37:07,2/23/2018 8:59,The University of Texas at Austin,4
500,,2/23/2018,8:45:31,Walking,1303,0h 14min 4sec,2/23/2018,8:59:35,2/23/2018 8:45,Walking,4
501,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/22/2018,21:35:33,Apartment Building,0,11h 9min 57sec,2/23/2018,8:45:31,2/22/2018 21:35,Home,3
502,,2/22/2018,21:11:00,Driving,4140,0h 24min 32sec,2/22/2018,21:35:33,2/22/2018 21:11,Driving,3
503,"301 E Dean Keeton St, Austin, TX 78712",2/22/2018,18:20:28,School,0,2h 50min 32sec,2/22/2018,21:11:00,2/22/2018 18:20,ECJ,3
504,,2/22/2018,18:08:13,Walking,1028,0h 12min 14sec,2/22/2018,18:20:28,2/22/2018 18:08,Walking,3
505,"Austin, TX 78712",2/22/2018,15:34:17,Public University,0,2h 33min 56sec,2/22/2018,18:08:13,2/22/2018 15:34,The University of Texas at Austin,3
506,,2/22/2018,15:26:05,Walking,801,0h 8min 11sec,2/22/2018,15:34:17,2/22/2018 15:26,Walking,3
507,"301 E Dean Keeton St, Austin, TX 78712",2/22/2018,14:06:04,School,0,1h 20min 1sec,2/22/2018,15:26:05,2/22/2018 14:06,ECJ,3
508,,2/22/2018,13:54:33,Walking,998,0h 11min 30sec,2/22/2018,14:06:04,2/22/2018 13:54,Walking,3
509,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/22/2018,12:56:18,Apartment Building,0,0h 58min 14sec,2/22/2018,13:54:33,2/22/2018 12:56,Home,3
510,,2/22/2018,12:44:28,Driving,11450,0h 11min 50sec,2/22/2018,12:56:18,2/22/2018 12:44,Driving,3
511,"7849 Shoal Creek Blvd, Austin, TX 78757",2/22/2018,12:34:36,Restaurant,0,0h 9min 52sec,2/22/2018,12:44:28,2/22/2018 12:34,Cabo Bob's,3
512,"2900 W Anderson Ln, Austin, TX 78757",2/22/2018,12:11:10,Jewelry Store,0,0h 23min 26sec,2/22/2018,12:34:36,2/22/2018 12:11,Benold's Jewelers,3
513,,2/22/2018,11:58:04,Driving,11712,0h 13min 6sec,2/22/2018,12:11:10,2/22/2018 11:58,Driving,3
514,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/22/2018,11:49:59,Apartment Building,0,0h 8min 5sec,2/22/2018,11:58:04,2/22/2018 11:49,Home,3
515,,2/22/2018,11:39:23,Driving,793,0h 10min 35sec,2/22/2018,11:49:59,2/22/2018 11:39,Driving,3
516,"Austin, TX 78712",2/22/2018,9:03:49,Public University,0,2h 35min 33sec,2/22/2018,11:39:23,2/22/2018 9:03,The University of Texas at Austin,3
517,,2/22/2018,8:51:37,Driving,3378,0h 12min 12sec,2/22/2018,9:03:49,2/22/2018 8:51,Driving,3
518,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/22/2018,1:14:20,Apartment Building,0,7h 37min 16sec,2/22/2018,8:51:37,2/22/2018 1:14,Home,3
519,,2/22/2018,1:01:28,Driving,14135,0h 12min 52sec,2/22/2018,1:14:20,2/22/2018 1:01,Driving,3
520,"11900 Hobby Horse Ct, Austin, TX 78758",2/21/2018,23:17:02,Apartment Building,0,1h 44min 25sec,2/22/2018,1:01:28,2/21/2018 23:17,Radius at the Domain,2
521,,2/21/2018,22:58:51,Driving,15949,0h 18min 11sec,2/21/2018,23:17:02,2/21/2018 22:58,Driving,2
522,,2/21/2018,22:55:27,Walking,535,0h 3min 23sec,2/21/2018,22:58:51,2/21/2018 22:55,Walking,2
523,"Austin, TX 78712",2/21/2018,21:30:58,Public University,0,1h 24min 29sec,2/21/2018,22:55:27,2/21/2018 21:30,The University of Texas at Austin,2
524,,2/21/2018,21:21:54,Driving,1512,0h 9min 4sec,2/21/2018,21:30:58,2/21/2018 21:21,Driving,2
525,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/21/2018,21:05:49,Apartment Building,0,0h 16min 4sec,2/21/2018,21:21:54,2/21/2018 21:05,Home,2
526,,2/21/2018,20:59:29,Driving,2926,0h 6min 19sec,2/21/2018,21:05:49,2/21/2018 20:59,Driving,2
527,,2/21/2018,20:53:54,Walking,551,0h 5min 35sec,2/21/2018,20:59:29,2/21/2018 20:53,Walking,2
528,"550 Bowie St, Austin, TX 78703",2/21/2018,20:34:29,Corporate Office,0,0h 19min 25sec,2/21/2018,20:53:54,2/21/2018 20:34,Whole Foods Market Global Support Offices,2
529,,2/21/2018,20:25:05,Driving,4989,0h 9min 24sec,2/21/2018,20:34:29,2/21/2018 20:25,Driving,2
530,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/21/2018,13:41:06,Apartment Building,0,6h 43min 59sec,2/21/2018,20:25:05,2/21/2018 13:41,Home,2
531,,2/21/2018,13:30:13,On a bus,1373,0h 10min 53sec,2/21/2018,13:41:06,2/21/2018 13:30,On a bus,2
532,"Austin, TX 78712",2/21/2018,8:59:09,Public University,0,4h 31min 3sec,2/21/2018,13:30:13,2/21/2018 8:59,The University of Texas at Austin,2
533,,2/21/2018,8:37:59,Walking,1674,0h 21min 10sec,2/21/2018,8:59:09,2/21/2018 8:37,Walking,2
534,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/20/2018,18:04:26,Apartment Building,0,14h 33min 33sec,2/21/2018,8:37:59,2/20/2018 18:04,Home,1
535,,2/20/2018,17:54:44,Driving,2433,0h 9min 41sec,2/20/2018,18:04:26,2/20/2018 17:54,Driving,1
536,"503 W Martin Luther King Jr Blvd, Austin, TX 78701",2/20/2018,17:43:39,Fast Food,0,0h 11min 5sec,2/20/2018,17:54:44,2/20/2018 17:43,Chick-fil-A,1
537,,2/20/2018,17:34:34,Driving,1739,0h 9min 4sec,2/20/2018,17:43:39,2/20/2018 17:34,Driving,1
538,"301 E Dean Keeton St, Austin, TX 78712",2/20/2018,13:54:31,School,0,3h 40min 3sec,2/20/2018,17:34:34,2/20/2018 13:54,ECJ,1
539,,2/20/2018,13:48:29,Driving,1076,0h 6min 2sec,2/20/2018,13:54:31,2/20/2018 13:48,Driving,1
540,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/20/2018,8:44:40,Apartment Building,0,5h 3min 48sec,2/20/2018,13:48:29,2/20/2018 8:44,Home,1
541,,2/20/2018,8:35:36,Walking,971,0h 9min 4sec,2/20/2018,8:44:40,2/20/2018 8:35,Walking,1
542,"2201 Speedway, Austin, TX 78712",2/20/2018,7:39:12,University Department,0,0h 56min 24sec,2/20/2018,8:35:36,2/20/2018 7:39,Student Activity Center,1
543,,2/20/2018,7:36:20,Walking,115,0h 2min 51sec,2/20/2018,7:39:12,2/20/2018 7:36,Walking,1
544,,2/20/2018,7:21:57,Driving,1402,0h 14min 23sec,2/20/2018,7:36:20,2/20/2018 7:21,Driving,1
545,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/19/2018,20:16:33,Apartment Building,0,11h 5min 24sec,2/20/2018,7:21:57,2/19/2018 20:16,Home,0
546,,2/19/2018,20:12:46,Driving,1265,0h 3min 46sec,2/19/2018,20:16:33,2/19/2018 20:12,Driving,0
547,"Austin, TX 78705",2/19/2018,18:40:18,,0,1h 32min 28sec,2/19/2018,20:12:46,2/19/2018 18:40,3500 Duval St,0
548,,2/19/2018,18:29:15,Driving,1170,0h 11min 3sec,2/19/2018,18:40:18,2/19/2018 18:29,Driving,0
549,"301 E Dean Keeton St, Austin, TX 78712",2/19/2018,18:22:53,School,0,0h 6min 22sec,2/19/2018,18:29:15,2/19/2018 18:22,ECJ,0
550,,2/19/2018,18:19:37,Moving,474,0h 3min 16sec,2/19/2018,18:22:53,2/19/2018 18:19,Moving,0
551,"Austin, TX 78712",2/19/2018,13:07:59,Public University,0,5h 11min 38sec,2/19/2018,18:19:37,2/19/2018 13:07,The University of Texas at Austin,0
552,,2/19/2018,13:03:13,Driving,899,0h 4min 45sec,2/19/2018,13:07:59,2/19/2018 13:03,Driving,0
553,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/19/2018,11:10:35,Apartment Building,0,1h 52min 37sec,2/19/2018,13:03:13,2/19/2018 11:10,Home,0
554,,2/19/2018,11:07:52,Driving,1349,0h 2min 43sec,2/19/2018,11:10:35,2/19/2018 11:07,Driving,0
555,"Austin, TX 78712",2/19/2018,7:44:26,Public University,0,3h 23min 26sec,2/19/2018,11:07:52,2/19/2018 7:44,The University of Texas at Austin,0
556,,2/19/2018,7:40:51,Walking,610,0h 3min 34sec,2/19/2018,7:44:26,2/19/2018 7:40,Walking,0
557,,2/19/2018,7:34:21,Driving,896,0h 6min 30sec,2/19/2018,7:40:51,2/19/2018 7:34,Driving,0
